device_id,customer_id,tipo_device,sistema,es_principal
74,4755,movil,Windows,1
75,2792,web,iOS,1
76,996,web,Windows,0
77,2857,movil,Android,1
78,652,movil,Linux,1
79,893,web,Windows,0
80,2837,pos,iOS,1
81,2003,pos,iOS,0
82,1065,movil,Linux,1
83,2431,web,Android,0
84,169,pos,Windows,1
85,171,web,Android,1
86,3690,web,Windows,1
87,739,movil,iOS,0
88,3528,pos,iOS,1
89,3563,web,Linux,0
90,1318,movil,Android,0
91,1288,pos,iOS,1
92,2295,pos,Linux,1
93,4244,web,iOS,0
94,4037,web,Windows,1
95,4537,web,Android,1
96,4458,movil,Android,1
97,2270,movil,Windows,0
98,658,pos,Windows,1
99,4204,movil,Android,0
100,3202,movil,Linux,0
101,576,movil,Linux,0
102,300,movil,iOS,1
103,3507,movil,Linux,0
104,1893,pos,Android,0
105,224,movil,Linux,0
106,3649,web,Windows,1
107,2742,web,Android,1
108,1859,web,iOS,1
109,3695,pos,Android,1
110,2298,pos,Android,1
111,4337,movil,Linux,1
112,2865,pos,Linux,1
113,3545,web,Linux,1
114,1700,pos,iOS,0
115,3335,pos,iOS,0
116,2063,movil,iOS,1
117,665,web,iOS,1
118,496,pos,Windows,0
119,1465,movil,Android,1
120,4646,movil,Linux,0
121,2085,movil,Android,1
122,3706,movil,Android,1
123,436,pos,Android,1
124,2341,movil,Linux,1
125,4397,pos,Android,1
126,1698,web,Windows,0
127,4012,web,Linux,1
128,1047,pos,Windows,1
129,2398,movil,Linux,1
130,1090,movil,Android,1
131,1419,movil,Android,1
132,3022,movil,Android,1
133,3049,web,Windows,1
134,570,movil,Android,1
135,29,pos,iOS,1
136,3155,pos,Windows,1
137,3507,movil,iOS,1
138,641,movil,Linux,0
139,3205,movil,iOS,1
140,4211,pos,iOS,0
141,4776,web,Windows,0
142,4177,movil,Linux,1
143,1986,movil,iOS,0
144,2655,movil,Android,0
145,4817,movil,Android,0
146,4032,web,Linux,1
147,4168,pos,iOS,1
148,2030,movil,Windows,1
149,474,movil,Linux,1
150,171,pos,Linux,1
151,2088,pos,Linux,1
152,3245,web,Linux,1
153,2472,web,Android,0
154,1246,movil,Windows,0
155,798,pos,Android,1
156,3747,pos,Linux,1
157,2498,pos,Windows,1
158,4741,movil,Android,1
159,322,web,iOS,1
160,3935,movil,iOS,1
161,3896,web,Linux,1
162,1069,movil,iOS,1
163,324,web,Windows,0
164,3333,movil,Linux,1
165,2668,web,iOS,1
166,2095,web,Windows,0
167,645,movil,Android,0
168,3845,web,Android,1
169,1712,movil,Windows,1
170,2681,movil,iOS,1
171,841,web,Windows,0
172,303,web,Windows,0
173,3262,movil,Windows,1
174,4868,movil,Android,1
175,3761,movil,Android,1
176,2625,pos,Android,0
177,4960,movil,iOS,0
178,336,movil,Linux,0
179,1879,web,Android,1
180,3292,web,Android,1
181,1853,movil,Windows,1
182,4756,movil,iOS,1
183,2001,movil,Windows,1
184,4708,web,Windows,1
185,5000,movil,Windows,0
186,2130,movil,Windows,1
187,969,movil,Android,1
188,1957,web,iOS,1
189,2526,movil,Android,1
190,2347,web,Linux,1
191,750,web,Windows,1
192,2744,web,Android,0
193,1300,web,iOS,1
194,304,web,Linux,0
195,2916,movil,Android,1
196,4066,pos,Android,1
197,3345,pos,Linux,1
198,36,web,iOS,1
199,4518,movil,Linux,0
200,3550,web,Linux,1
201,2386,movil,Windows,1
202,4724,movil,Windows,0
203,1434,pos,Linux,1
204,4559,web,Windows,1
205,81,pos,iOS,0
206,1503,web,Android,1
207,4516,movil,Linux,0
208,3512,movil,Windows,1
209,2943,movil,iOS,1
210,795,web,iOS,0
211,1731,web,iOS,0
212,184,web,Linux,1
213,4654,movil,Windows,1
214,1172,web,iOS,1
215,2043,web,Windows,1
216,1288,web,Android,1
217,3677,movil,iOS,1
218,4936,web,iOS,0
219,3561,pos,Windows,1
220,1883,movil,Windows,1
221,282,pos,Windows,1
222,4711,movil,Android,1
223,2250,pos,Linux,1
224,4670,pos,Windows,1
225,417,web,iOS,0
226,317,movil,Android,1
227,3300,movil,Windows,1
228,2964,movil,Windows,1
229,1092,pos,iOS,1
230,2845,movil,iOS,0
231,3886,web,Windows,1
232,677,web,Android,0
233,1125,movil,Windows,0
234,2291,pos,Linux,1
235,1114,web,Android,1
236,1973,web,iOS,1
237,2949,web,iOS,1
238,4223,pos,Android,1
239,4715,movil,Android,1
240,4930,movil,iOS,1
241,1423,pos,Linux,1
242,3374,movil,Android,1
243,756,movil,iOS,1
244,3769,web,Windows,1
245,4872,pos,Android,0
246,3837,movil,Linux,1
247,3973,movil,Android,1
248,4169,web,Linux,1
249,4475,web,iOS,0
250,2993,movil,Android,1
251,492,pos,Android,1
252,684,web,Linux,1
253,1976,web,Linux,1
254,304,movil,Windows,1
255,3998,pos,Linux,1
256,1953,movil,iOS,1
257,3570,web,Android,0
258,4005,movil,Linux,0
259,1261,web,Windows,1
260,1031,web,Windows,1
261,4352,movil,Linux,0
262,1195,movil,Windows,0
263,3360,movil,Android,1
264,234,pos,iOS,1
265,2921,web,Windows,0
266,1719,movil,Linux,1
267,493,web,Linux,0
268,3283,movil,Android,0
269,2015,movil,iOS,1
270,4325,web,Linux,1
271,345,movil,iOS,0
272,265,movil,Windows,1
273,3576,pos,Android,0
274,4840,movil,Windows,0
275,1673,movil,iOS,1
276,3648,web,Linux,0
277,429,web,Linux,1
278,3163,web,Android,0
279,2911,movil,Windows,0
280,454,movil,iOS,0
281,349,web,Linux,1
282,422,movil,Linux,1
283,2763,movil,Android,1
284,4782,web,Android,1
285,582,web,Windows,1
286,2663,movil,Linux,1
287,4259,pos,Windows,1
288,2352,pos,iOS,1
289,2367,movil,Windows,1
290,1030,movil,Android,1
291,1325,movil,Windows,1
292,101,movil,Android,0
293,416,web,Linux,0
294,1384,web,iOS,1
295,2434,movil,Linux,1
296,1044,web,Windows,1
297,1747,pos,Linux,1
298,4492,web,Android,1
299,4444,movil,Linux,0
300,1289,movil,iOS,1
301,4861,web,Android,0
302,4140,web,iOS,1
303,4171,web,Windows,1
304,4149,movil,iOS,0
305,3955,web,Android,1
306,38,movil,Android,1
307,766,web,iOS,0
308,3878,web,Linux,1
309,2465,pos,Windows,0
310,4807,pos,Android,1
311,4844,web,Windows,1
312,2892,pos,Linux,0
313,116,movil,iOS,1
314,279,movil,iOS,1
315,454,movil,Android,1
316,3214,movil,Android,1
317,4704,web,Windows,1
318,4465,movil,Linux,1
319,4466,web,iOS,1
320,301,web,Windows,1
321,717,web,Windows,0
322,1376,movil,Windows,1
323,195,web,Linux,1
324,1329,web,iOS,0
325,4354,movil,iOS,1
326,1980,pos,Linux,1
327,1558,web,Linux,1
328,3125,movil,Windows,1
329,4883,movil,Windows,1
330,529,movil,Windows,0
331,498,pos,Linux,1
332,1811,movil,iOS,0
333,2846,web,iOS,1
334,2126,movil,iOS,1
335,320,web,Windows,1
336,3364,movil,iOS,1
337,2570,web,Windows,1
338,3387,movil,Linux,1
339,4710,web,Android,1
340,4726,movil,Linux,0
341,2717,pos,Windows,1
342,3339,web,iOS,1
343,245,pos,Android,1
344,2720,movil,Android,1
345,870,movil,Android,1
346,1460,web,Linux,1
347,4110,pos,Android,1
348,671,movil,Windows,0
349,4737,movil,Windows,0
350,686,web,Linux,1
351,1975,movil,iOS,1
352,1012,web,iOS,1
353,1385,web,Linux,1
354,4139,movil,iOS,0
355,911,web,iOS,1
356,1318,pos,Android,1
357,3127,pos,Linux,1
358,567,movil,Linux,1
359,3918,web,iOS,0
360,1466,movil,iOS,0
361,4203,pos,Linux,1
362,1208,movil,Windows,1
363,3571,pos,Linux,1
364,2466,movil,Android,0
365,4145,movil,iOS,0
366,4349,pos,Android,0
367,3927,pos,Linux,1
368,3141,web,iOS,0
369,3514,movil,Linux,1
370,4011,movil,Linux,1
371,2878,web,Android,0
372,1401,web,Android,1
373,1569,pos,Windows,1
374,741,movil,iOS,0
375,700,movil,Linux,1
376,703,web,iOS,1
377,4389,movil,Android,1
378,956,movil,iOS,1
379,874,web,Windows,0
380,2409,web,Linux,1
381,4598,movil,Linux,1
382,3379,pos,Linux,1
383,1821,movil,Android,1
384,4745,movil,Linux,1
385,4182,movil,Android,1
386,4392,pos,Windows,1
387,3243,web,Linux,1
388,1380,movil,iOS,0
389,279,pos,Android,1
390,4348,web,Android,1
391,1032,movil,iOS,1
392,4682,movil,iOS,1
393,1344,pos,Windows,1
394,605,web,Android,1
395,2656,movil,Windows,0
396,592,pos,iOS,1
397,3955,movil,Linux,0
398,12,web,iOS,1
399,122,web,iOS,1
400,4521,web,Windows,1
401,2277,web,Windows,0
402,2645,movil,iOS,1
403,4074,pos,Windows,1
404,878,pos,Android,0
405,786,movil,Windows,0
406,2077,web,Windows,1
407,101,movil,Linux,1
408,376,web,Linux,1
409,646,web,Linux,0
410,3383,web,Android,0
411,3512,web,Windows,1
412,2741,movil,Windows,1
413,3529,movil,Linux,1
414,4817,movil,Android,1
415,2024,web,Windows,1
416,4567,movil,Windows,1
417,1953,movil,Windows,1
418,1046,movil,Windows,1
419,2098,movil,Android,1
420,3823,movil,Linux,0
421,4822,pos,Linux,1
422,3867,web,Android,0
423,3632,movil,Windows,1
424,2015,movil,Windows,1
425,2350,web,Android,1
426,3399,pos,Android,1
427,384,movil,iOS,1
428,2586,movil,Android,1
429,703,web,Windows,1
430,2097,pos,Android,1
431,319,movil,Linux,1
432,21,movil,Windows,0
433,3505,movil,Android,1
434,592,movil,Android,0
435,4105,movil,Android,0
436,2197,pos,Windows,1
437,1461,pos,Android,1
438,2547,movil,Android,1
439,1912,pos,Linux,1
440,3127,movil,iOS,0
441,4393,web,Linux,1
442,2566,pos,iOS,1
443,1271,movil,Linux,0
444,282,movil,Android,1
445,2817,movil,Android,1
446,4353,movil,Windows,1
447,1830,pos,Windows,0
448,553,web,Linux,0
449,3740,movil,Linux,0
450,2965,web,iOS,1
451,3468,pos,Windows,1
452,2925,web,Linux,0
453,2808,movil,Android,1
454,2920,pos,Linux,1
455,3005,pos,iOS,1
456,1571,movil,Windows,1
457,2297,movil,Windows,0
458,2337,web,Android,0
459,2457,pos,Windows,1
460,4405,pos,Windows,0
461,61,pos,iOS,1
462,3576,movil,Windows,1
463,2829,pos,Linux,1
464,2575,web,Android,1
465,3383,pos,Windows,0
466,3765,web,Linux,1
467,2248,pos,Android,1
468,3425,movil,Android,1
469,1099,web,iOS,1
470,2804,movil,Windows,0
471,3108,movil,Android,1
472,198,web,Android,1
473,2092,web,Android,1
474,2689,movil,Android,1
475,1569,movil,iOS,1
476,871,movil,Android,1
477,510,movil,Android,1
478,2464,movil,iOS,1
479,4034,web,iOS,0
480,2457,movil,iOS,1
481,4392,pos,Android,1
482,1889,movil,Linux,1
483,2251,movil,Linux,1
484,4672,web,Android,0
485,985,pos,Windows,1
486,796,movil,Windows,0
487,848,pos,Windows,1
488,1392,web,iOS,0
489,2994,web,Windows,1
490,4458,pos,Windows,0
491,4572,movil,iOS,0
492,4400,web,Linux,0
493,2233,pos,Android,1
494,2313,pos,Linux,1
495,1438,web,iOS,1
496,402,pos,Windows,0
497,2221,web,Windows,0
498,878,web,Linux,0
499,3155,movil,iOS,0
500,907,movil,iOS,1
501,4442,movil,Linux,1
502,1096,movil,Windows,1
503,3523,pos,iOS,1
504,1807,pos,Linux,1
505,1677,movil,Windows,1
506,208,movil,Windows,1
507,1366,web,Windows,1
508,1410,pos,Android,1
509,2926,movil,iOS,1
510,4258,movil,iOS,0
511,2064,pos,Windows,1
512,2791,web,Android,1
513,246,web,iOS,1
514,2603,web,iOS,1
515,3482,web,Android,1
516,1478,pos,iOS,1
517,2498,pos,iOS,0
518,1481,movil,Linux,1
519,1788,movil,iOS,0
520,1813,movil,Android,0
521,4212,movil,Android,0
522,2924,movil,Windows,1
523,2562,pos,Linux,1
524,2947,web,Windows,0
525,4109,movil,Linux,1
526,2325,pos,Linux,1
527,916,pos,Windows,1
528,893,pos,iOS,0
529,4313,pos,Linux,0
530,2797,movil,Windows,0
531,4390,web,Windows,1
532,2816,movil,Windows,1
533,4594,web,Windows,0
534,977,movil,Windows,1
535,750,pos,iOS,1
536,3556,pos,Android,1
537,3169,web,iOS,1
538,4800,web,Android,1
539,3016,pos,Linux,1
540,3627,movil,Linux,1
541,269,web,Windows,0
542,3029,movil,iOS,0
543,1012,pos,Windows,1
544,2136,pos,iOS,1
545,1249,movil,Linux,1
546,3208,web,iOS,1
547,763,movil,Windows,0
548,2972,movil,Windows,1
549,723,movil,Linux,1
550,1406,movil,Android,1
551,439,movil,Linux,1
552,315,movil,Windows,1
553,2113,web,Linux,1
554,4997,web,Android,1
555,592,pos,Windows,1
556,4741,web,Android,1
557,4291,web,iOS,1
558,3671,pos,iOS,0
559,1910,pos,Linux,0
560,4097,movil,Windows,1
561,4464,web,iOS,1
562,2424,movil,Windows,1
563,3263,web,Windows,1
564,4386,pos,Windows,1
565,4896,movil,Android,0
566,3271,movil,Linux,1
567,4331,movil,Android,1
568,1254,pos,Windows,0
569,3298,movil,iOS,1
570,1454,movil,iOS,1
571,196,movil,iOS,1
572,790,movil,Linux,1
573,2205,movil,Android,0
574,3068,pos,Android,0
575,3554,movil,Linux,1
576,4450,pos,Android,1
577,813,pos,Linux,1
578,4931,web,Linux,1
579,2581,movil,iOS,1
580,1532,web,Linux,1
581,405,movil,iOS,0
582,2748,pos,iOS,0
583,2845,movil,iOS,0
584,2337,movil,Android,0
585,90,movil,Linux,1
586,1406,pos,Windows,1
587,3574,pos,iOS,0
588,1618,web,iOS,0
589,3595,pos,Android,1
590,1526,pos,Android,1
591,1696,movil,iOS,1
592,3691,web,Windows,1
593,4042,web,Android,0
594,3163,web,Android,0
595,753,movil,Linux,1
596,716,pos,Android,0
597,2442,movil,Android,1
598,3430,web,Linux,1
599,475,movil,iOS,1
600,2822,movil,Linux,1
601,1652,web,Linux,0
602,2118,movil,iOS,1
603,4799,movil,iOS,1
604,3761,movil,Linux,1
605,2088,movil,Windows,1
606,2902,web,Android,1
607,3101,pos,Android,1
608,3593,movil,Android,1
609,4373,web,iOS,0
610,3656,pos,Android,0
611,183,web,iOS,1
612,1623,movil,iOS,1
613,84,pos,Windows,1
614,86,pos,Android,1
615,1743,movil,iOS,1
616,1311,movil,Android,1
617,941,pos,iOS,0
618,1037,web,Linux,1
619,1401,movil,iOS,0
620,3481,web,iOS,0
621,4821,web,iOS,1
622,3012,movil,Linux,1
623,4714,web,Windows,1
624,3904,web,Android,1
625,725,web,Linux,1
626,188,web,Android,1
627,4831,movil,Linux,1
628,2773,movil,iOS,0
629,4613,movil,Linux,1
630,2581,movil,Android,1
631,3701,web,Android,1
632,2940,pos,Android,1
633,1139,pos,Windows,1
634,204,movil,Linux,0
635,3381,web,iOS,0
636,1346,movil,Linux,1
637,361,movil,Windows,0
638,1144,movil,Android,0
639,214,pos,Android,1
640,1849,web,Windows,1
641,3383,movil,Linux,1
642,642,web,iOS,1
643,606,movil,Android,0
644,366,movil,Windows,1
645,1229,pos,Windows,0
646,899,web,iOS,1
647,4283,web,Windows,1
648,2772,movil,Windows,0
649,3065,movil,Windows,1
650,2751,web,Android,0
651,90,movil,Android,1
652,989,movil,Linux,0
653,2441,web,iOS,1
654,3212,movil,Windows,1
655,293,movil,Windows,1
656,1490,web,Android,0
657,4727,pos,Android,1
658,3170,movil,Android,1
659,4266,pos,iOS,1
660,1450,web,Android,1
661,4986,web,Windows,0
662,1091,web,Windows,1
663,3630,web,Windows,0
664,2616,web,Linux,0
665,151,pos,iOS,0
666,984,movil,Windows,1
667,1820,web,Windows,1
668,977,movil,Windows,1
669,189,movil,Android,1
670,2779,pos,Windows,1
671,3757,movil,Android,0
672,2572,pos,Android,1
673,1187,web,iOS,0
674,3902,pos,iOS,0
675,3440,pos,Windows,1
676,2565,pos,iOS,1
677,4811,web,Android,0
678,1348,pos,Android,1
679,3408,movil,Windows,0
680,2626,movil,Windows,1
681,3753,web,Windows,1
682,667,web,Android,1
683,4684,movil,Android,0
684,773,pos,Windows,1
685,3205,movil,Windows,1
686,4950,movil,Android,0
687,1165,movil,iOS,1
688,4954,movil,Android,0
689,4595,movil,iOS,0
690,649,movil,Windows,0
691,2224,movil,Android,0
692,4896,pos,Windows,1
693,4947,movil,Windows,1
694,1060,movil,Windows,1
695,988,movil,Linux,1
696,2191,web,Linux,1
697,4745,pos,Android,1
698,4624,pos,Linux,0
699,1786,movil,Android,0
700,1528,movil,iOS,1
701,4680,movil,Android,1
702,4320,web,Linux,1
703,1902,movil,Linux,0
704,2404,movil,iOS,1
705,2986,movil,iOS,0
706,1851,pos,Android,1
707,1008,pos,Android,1
708,546,movil,Windows,1
709,525,movil,Windows,1
710,4011,pos,Android,1
711,1738,web,iOS,1
712,1081,pos,Android,0
713,2022,web,Windows,0
714,1339,web,iOS,1
715,2159,movil,Windows,0
716,3188,pos,Android,1
717,1331,pos,Android,0
718,771,movil,Linux,1
719,1742,web,Android,1
720,4406,movil,Linux,1
721,4190,movil,Linux,1
722,4113,pos,Linux,1
723,1359,movil,Linux,1
724,3134,pos,Windows,1
725,2797,pos,Android,0
726,1597,movil,Android,1
727,1981,pos,Android,1
728,556,movil,Linux,1
729,3965,movil,Windows,1
730,3572,movil,Windows,1
731,3060,web,Linux,1
732,4355,movil,Linux,1
733,2761,pos,Android,1
734,835,pos,Windows,1
735,1648,web,iOS,1
736,3060,web,iOS,1
737,867,web,iOS,1
738,904,web,iOS,1
739,2458,movil,Linux,0
740,4984,movil,Android,0
741,143,pos,iOS,1
742,3724,movil,Android,0
743,2787,movil,Android,1
744,3391,web,Windows,1
745,2696,pos,iOS,1
746,2760,movil,Android,1
747,3350,web,Windows,0
748,3890,movil,Linux,0
749,3734,web,Android,0
750,1722,movil,Android,0
751,3154,web,Windows,1
752,4115,movil,Android,1
753,4741,web,Linux,0
754,2832,web,Linux,1
755,1705,pos,Windows,1
756,458,movil,iOS,1
757,1277,web,Android,1
758,4775,movil,Android,1
759,3316,movil,iOS,1
760,1609,movil,Linux,1
761,3895,movil,Android,0
762,1097,movil,Windows,1
763,627,web,Windows,1
764,1291,web,Windows,1
765,4718,movil,Android,0
766,4824,web,iOS,1
767,3412,movil,Android,1
768,2145,pos,iOS,1
769,900,movil,iOS,1
770,698,movil,Android,0
771,2931,movil,Linux,0
772,4056,movil,iOS,1
773,4192,movil,Android,1
774,3618,movil,Linux,0
775,3441,pos,Linux,0
776,3417,pos,Android,1
777,3051,web,Android,0
778,2490,movil,Linux,1
779,793,movil,Android,1
780,2076,movil,Linux,1
781,3544,movil,Linux,0
782,923,movil,Linux,0
783,1482,web,Windows,1
784,742,pos,Android,0
785,5000,movil,Windows,1
786,2034,movil,Android,1
787,1446,movil,iOS,1
788,375,movil,Windows,1
789,2910,pos,Android,1
790,624,movil,Android,1
791,1049,web,Linux,1
792,606,movil,iOS,0
793,2114,movil,iOS,0
794,2577,movil,Android,1
795,278,movil,iOS,1
796,2058,web,iOS,0
797,1165,pos,Windows,1
798,3882,movil,iOS,0
799,4124,web,iOS,0
800,3172,movil,Linux,1
801,2768,pos,Linux,1
802,4945,pos,Windows,0
803,261,movil,Android,1
804,4134,pos,Linux,1
805,3566,web,Windows,1
806,3819,pos,iOS,1
807,4563,web,Windows,0
808,2795,movil,Linux,1
809,1204,web,iOS,1
810,2013,web,Windows,1
811,1811,movil,Linux,0
812,3609,web,Windows,0
813,304,web,Android,0
814,1097,pos,iOS,1
815,4029,web,Windows,1
816,3619,movil,Windows,1
817,1167,pos,iOS,1
818,4310,web,Linux,1
819,2353,movil,Windows,0
820,345,movil,Linux,1
821,744,web,Android,1
822,1622,movil,iOS,0
823,2542,pos,Linux,0
824,1923,pos,Linux,0
825,1149,movil,Linux,0
826,2889,movil,Android,0
827,3951,web,iOS,0
828,657,movil,Linux,1
829,4713,web,Linux,0
830,776,movil,Android,1
831,1670,web,iOS,1
832,2008,pos,Windows,1
833,4598,movil,iOS,1
834,1660,web,Windows,1
835,607,movil,Android,1
836,3704,pos,Windows,0
837,430,movil,Android,1
838,3373,movil,Windows,1
839,1005,movil,Android,1
840,1613,movil,iOS,1
841,4190,web,iOS,1
842,2363,movil,Windows,1
843,2201,movil,iOS,1
844,2188,movil,Windows,0
845,1621,movil,Android,1
846,4312,movil,Linux,1
847,2842,pos,Android,1
848,4466,web,Linux,1
849,972,movil,iOS,1
850,2289,movil,iOS,1
851,1559,movil,Windows,1
852,2369,movil,Windows,0
853,2093,movil,Linux,1
854,4710,movil,Android,0
855,284,web,Linux,0
856,2035,pos,Linux,1
857,3656,movil,Android,0
858,3625,movil,Windows,1
859,1815,movil,iOS,1
860,672,movil,iOS,1
861,2135,movil,Windows,0
862,1483,web,Linux,0
863,2347,movil,Windows,1
864,14,movil,Linux,0
865,756,pos,iOS,0
866,169,pos,Linux,0
867,2280,web,iOS,1
868,1135,movil,iOS,1
869,2662,web,Linux,1
870,4825,web,iOS,1
871,240,movil,Windows,1
872,2288,web,Linux,1
873,4366,pos,Android,1
874,2588,web,iOS,1
875,1310,movil,Linux,1
876,443,movil,Linux,1
877,725,movil,Linux,1
878,908,web,Android,1
879,1527,pos,Android,0
880,2418,pos,iOS,0
881,1144,movil,Windows,1
882,75,movil,Android,1
883,2471,movil,Android,0
884,70,web,Linux,1
885,4841,web,Linux,1
886,4066,movil,Windows,1
887,132,web,iOS,1
888,1122,web,Linux,0
889,4198,web,iOS,1
890,1191,movil,Windows,1
891,1129,web,Windows,1
892,598,web,Android,0
893,1573,movil,iOS,0
894,672,movil,Linux,1
895,4731,pos,Linux,1
896,3716,movil,iOS,1
897,3338,movil,Linux,1
898,3867,movil,Linux,0
899,2900,movil,Linux,1
900,2309,movil,Linux,1
901,2464,movil,Windows,1
902,3991,pos,Windows,1
903,3533,pos,Linux,1
904,2749,web,iOS,0
905,2591,web,Linux,1
906,3031,web,iOS,1
907,3382,web,iOS,0
908,1712,pos,Android,1
909,4145,pos,Android,0
910,4540,web,Android,1
911,172,web,iOS,1
912,3038,movil,iOS,0
913,3402,movil,iOS,0
914,4102,movil,iOS,1
915,1228,movil,iOS,1
916,2417,pos,Windows,1
917,722,pos,Linux,1
918,3620,movil,Android,0
919,931,movil,iOS,0
920,2329,movil,Windows,0
921,1079,pos,Android,1
922,3385,pos,Linux,0
923,2966,movil,Windows,1
924,3550,web,iOS,0
925,2476,web,Windows,1
926,1536,movil,Windows,1
927,413,movil,Linux,1
928,839,movil,Windows,1
929,3688,movil,Android,1
930,1027,web,Windows,1
931,3669,movil,Android,1
932,4781,pos,iOS,1
933,2836,movil,iOS,1
934,60,movil,Android,1
935,590,movil,iOS,1
936,2578,pos,Linux,0
937,3169,pos,Linux,1
938,2035,pos,Linux,1
939,4069,movil,Linux,1
940,777,web,Android,0
941,148,movil,Linux,0
942,47,movil,Android,1
943,1268,movil,Windows,1
944,1502,movil,Android,1
945,1619,movil,iOS,1
946,1665,movil,Linux,1
947,4041,movil,Android,1
948,3004,pos,Android,1
949,2023,web,Android,1
950,210,movil,Windows,1
951,4283,pos,Android,1
952,1188,movil,Linux,1
953,3054,movil,iOS,1
954,35,web,Windows,1
955,2044,movil,iOS,1
956,1277,movil,Windows,1
957,4571,pos,Windows,1
958,4855,movil,Linux,1
959,4566,pos,iOS,1
960,2955,movil,iOS,0
961,264,pos,Windows,0
962,1129,movil,Linux,0
963,3292,web,Linux,1
964,4863,movil,Windows,1
965,407,movil,iOS,1
966,2694,movil,Windows,1
967,1230,movil,Windows,0
968,2112,movil,Windows,0
969,3017,movil,Linux,1
970,872,movil,Windows,1
971,4134,pos,Windows,0
972,4856,pos,Android,0
973,4761,movil,Linux,1
974,4318,web,Linux,1
975,4866,movil,Android,0
976,473,pos,Windows,0
977,3578,movil,Linux,1
978,4675,movil,Android,1
979,3833,pos,Windows,1
980,4331,pos,Linux,1
981,2142,pos,Linux,0
982,2909,movil,Windows,1
983,2887,movil,Windows,0
984,4745,movil,Android,1
985,4112,pos,Windows,1
986,1399,movil,Android,0
987,364,pos,Windows,1
988,744,pos,Linux,0
989,3470,movil,Android,0
990,2458,web,Android,0
991,3685,movil,iOS,1
992,2234,movil,Linux,1
993,4042,web,Windows,1
994,470,movil,Android,1
995,312,movil,iOS,1
996,2848,web,Windows,1
997,3150,web,Linux,1
998,4631,movil,Android,0
999,2170,movil,iOS,1
1000,4324,movil,iOS,1
1001,989,pos,iOS,0
1002,1432,web,Android,0
1003,4111,web,Linux,1
1004,214,movil,Windows,1
1005,4699,movil,Windows,1
1006,4148,movil,iOS,1
1007,4153,movil,Windows,1
1008,1313,movil,Linux,1
1009,3221,movil,iOS,1
1010,2456,web,Linux,1
1011,4628,pos,Linux,0
1012,3441,movil,Android,1
1013,2405,web,Android,0
1014,700,web,Windows,1
1015,1567,pos,iOS,1
1016,4770,movil,Android,1
1017,1310,pos,Windows,1
1018,4613,pos,iOS,1
1019,681,web,Linux,0
1020,1709,movil,Linux,1
1021,4823,web,Android,1
1022,3901,movil,Linux,1
1023,2165,movil,Windows,1
1024,4365,movil,iOS,1
1025,1788,movil,iOS,0
1026,718,movil,Android,1
1027,721,web,Windows,1
1028,3235,pos,Windows,1
1029,3858,movil,iOS,1
1030,2188,web,Android,1
1031,3959,movil,Android,1
1032,3753,movil,Linux,0
1033,4240,movil,Windows,0
1034,2270,web,Linux,1
1035,781,movil,Linux,1
1036,4988,web,iOS,1
1037,630,movil,Windows,0
1038,4531,web,Windows,1
1039,3922,movil,iOS,1
1040,3078,web,Android,1
1041,3313,movil,Linux,1
1042,3127,web,Linux,1
1043,2431,movil,Linux,0
1044,3542,web,Linux,1
1045,3143,pos,Windows,1
1046,1630,movil,iOS,1
1047,1474,pos,Android,1
1048,480,web,iOS,1
1049,2070,movil,iOS,1
1050,561,pos,Linux,1
