card_id,customer_id,tipo_tarjeta,estado,limite_credito,fecha_emision,fecha_vencimiento
34,525,credito,activa,12080.55,2020-04-17 06:00:37,2030-09-11 19:21:34
35,2572,debito,activa,15067.99,2018-12-04 16:53:08,2028-11-28 22:43:41
36,562,debito,activa,2810.88,2021-09-24 14:18:13,2027-12-01 20:19:58
37,3703,debito,activa,4934.33,2023-08-01 23:45:25,2030-04-01 07:49:06
38,4665,credito,activa,19846.07,2021-09-27 00:48:37,2028-03-02 03:00:30
39,1206,debito,activa,7415.5,2019-05-18 19:14:25,2028-12-27 21:40:44
40,4034,debito,activa,6396.77,2019-03-11 13:47:29,2027-03-13 20:05:25
41,3848,debito,activa,2619.88,2021-01-04 00:36:00,2029-11-28 19:28:42
42,4202,debito,activa,14202.01,2021-09-10 06:24:52,2029-10-02 09:53:32
43,2239,credito,activa,10656.81,2018-01-19 01:14:28,2029-08-30 08:16:32
44,1161,credito,activa,3993.47,2021-01-21 02:37:58,2027-10-25 03:18:45
45,4796,debito,activa,13025.07,2019-09-09 14:35:41,2030-05-17 01:52:53
46,3826,credito,activa,10989.45,2018-12-10 19:49:42,2030-08-28 21:37:54
47,72,credito,activa,11733.96,2019-08-12 23:08:43,2027-10-12 12:04:13
48,755,debito,activa,19902.24,2020-06-04 03:39:59,2029-06-25 10:16:52
49,3853,credito,bloqueada,1543.64,2018-05-06 01:43:40,2026-04-29 10:15:07
50,905,debito,activa,18384.47,2019-02-20 07:55:40,2030-09-06 15:11:15
51,52,credito,activa,16995.92,2021-05-10 19:28:57,2030-10-20 18:25:15
52,2622,credito,activa,8891.51,2021-08-01 04:11:36,2030-01-07 09:09:11
53,3191,credito,activa,17737.98,2020-10-26 01:04:09,2029-06-04 17:36:37
54,3949,debito,activa,13322.66,2018-04-09 04:45:17,2030-10-22 18:27:06
55,1288,credito,activa,17897.74,2019-05-14 01:45:58,2027-05-17 17:06:33
56,4781,debito,activa,12299.89,2023-09-01 19:49:54,2030-01-20 00:41:21
57,1773,debito,activa,5106.84,2019-09-11 05:54:47,2027-02-02 02:38:08
58,3903,credito,activa,11948.21,2022-01-29 02:49:27,2026-12-04 18:36:42
59,3921,credito,activa,4402.18,2023-08-29 20:06:19,2025-03-11 01:13:50
60,950,debito,activa,3675.73,2020-04-05 19:27:22,2028-09-09 23:56:34
61,3139,credito,activa,13427.16,2019-01-05 01:47:47,2029-02-10 20:36:57
62,2417,debito,activa,19002.06,2021-08-01 07:08:34,2027-04-26 15:50:53
63,2280,debito,activa,12181.42,2022-02-28 11:32:26,2027-10-17 12:54:27
64,1426,credito,activa,16119.97,2022-09-06 04:11:39,2029-04-30 21:29:22
65,1585,debito,activa,4198.92,2022-03-20 16:11:52,2027-07-23 20:02:42
66,1047,debito,activa,13430.0,2023-10-20 01:57:23,2029-03-30 22:46:09
67,2166,credito,activa,14926.57,2019-01-31 22:10:01,2028-06-11 09:17:49
68,4024,debito,activa,1790.68,2020-10-06 09:22:56,2025-06-09 08:12:12
69,1177,debito,activa,2846.12,2021-05-27 08:55:03,2030-01-13 07:48:58
70,2161,debito,activa,15850.04,2022-04-09 05:17:16,2027-07-23 03:09:33
71,1032,credito,activa,9359.05,2021-04-23 02:38:47,2027-03-12 11:12:03
72,3289,credito,activa,8706.04,2019-02-13 07:12:42,2025-11-27 20:58:37
73,4527,debito,activa,18487.02,2018-12-07 22:16:09,2026-04-05 17:35:22
74,1316,debito,activa,19847.35,2018-12-02 04:05:05,2029-09-21 08:50:59
75,893,credito,activa,15523.31,2018-03-07 17:13:22,2026-11-26 18:42:15
76,107,credito,activa,16059.28,2019-01-27 20:27:20,2026-11-12 06:17:08
77,3081,debito,activa,4958.1,2019-04-29 06:03:05,2027-02-12 19:15:03
78,745,debito,activa,4652.28,2020-12-05 03:29:16,2028-12-13 16:15:53
79,622,credito,activa,19632.97,2022-04-03 10:46:18,2026-04-22 03:45:48
80,4241,debito,activa,14206.74,2018-02-12 09:44:22,2025-11-03 07:56:33
81,821,debito,activa,14047.49,2023-10-28 11:22:16,2030-12-07 16:33:01
82,412,credito,activa,6437.57,2020-01-05 19:05:10,2029-08-12 14:03:13
83,114,debito,activa,17843.11,2018-06-11 16:22:16,2029-04-21 14:26:12
84,2447,debito,activa,1844.37,2023-10-09 10:28:59,2028-02-02 18:42:46
85,3347,credito,activa,6217.22,2020-11-28 23:52:54,2028-07-06 01:02:35
86,4220,debito,bloqueada,4422.69,2021-08-27 22:08:52,2028-05-27 07:01:46
87,86,debito,activa,14510.83,2023-01-30 02:01:12,2028-07-26 16:38:33
88,4143,debito,activa,14591.65,2018-01-25 22:40:38,2029-10-27 06:44:06
89,1573,credito,activa,11159.9,2021-09-11 09:52:52,2027-10-27 01:02:29
90,2006,credito,activa,1099.93,2022-01-31 21:47:11,2027-07-19 05:21:32
91,4080,debito,bloqueada,17601.35,2020-06-18 08:11:46,2025-09-10 01:25:54
92,804,credito,activa,19156.16,2020-05-26 20:05:59,2027-01-24 09:40:38
93,3335,debito,activa,4843.94,2022-02-18 17:30:39,2026-05-20 16:48:45
94,3350,debito,activa,17002.42,2018-09-14 16:12:46,2030-04-20 18:34:57
95,1070,credito,activa,19492.44,2021-08-25 16:58:29,2029-02-03 22:54:33
96,2670,debito,activa,7212.51,2020-02-09 17:22:38,2030-08-22 12:05:23
97,4142,credito,activa,4516.08,2023-04-03 20:34:30,2025-07-26 01:13:19
98,2772,credito,activa,19573.26,2019-04-19 18:54:19,2027-09-03 10:19:50
99,4636,debito,activa,2135.12,2022-05-08 08:48:19,2025-06-26 18:59:53
100,4183,credito,activa,6243.25,2019-08-04 13:18:33,2028-09-15 10:26:12
101,1409,debito,activa,15098.56,2020-02-15 01:35:30,2028-06-15 03:56:22
102,3741,credito,activa,12729.72,2020-05-23 11:13:51,2028-09-04 16:45:37
103,265,debito,activa,14005.7,2018-12-24 08:30:43,2026-04-24 14:29:52
104,3849,debito,activa,14453.74,2020-03-29 18:16:31,2028-07-10 22:41:52
105,3094,credito,activa,14036.74,2023-12-18 19:03:00,2029-01-10 02:25:15
106,4799,credito,activa,7502.58,2020-02-08 12:04:42,2025-04-06 01:22:01
107,1474,debito,activa,6918.5,2023-09-02 05:11:57,2027-11-04 00:52:36
108,4282,debito,activa,9140.86,2021-08-26 08:24:32,2028-02-25 17:32:31
109,326,debito,activa,16345.99,2019-09-09 10:42:19,2026-01-03 07:35:59
110,1207,debito,activa,18827.15,2022-01-12 08:00:36,2027-08-15 22:41:50
111,4493,debito,activa,9649.68,2018-11-17 05:04:31,2027-01-03 05:44:51
112,1505,credito,activa,2629.56,2023-12-19 09:09:24,2029-02-20 13:33:26
113,3535,debito,activa,18827.67,2022-04-10 16:44:00,2029-03-09 03:47:51
114,1441,credito,activa,2528.14,2023-03-14 14:57:07,2028-05-16 09:36:02
115,956,debito,activa,4023.08,2019-07-17 22:22:30,2030-01-03 04:00:57
116,555,credito,activa,17485.88,2019-08-10 04:10:47,2026-10-27 23:07:37
117,3255,debito,activa,11478.09,2023-01-11 18:47:01,2028-06-13 06:40:40
118,4140,credito,activa,7701.04,2023-05-08 22:46:20,2028-08-29 07:00:00
119,4997,debito,activa,18687.28,2023-05-26 06:02:55,2027-01-01 11:10:17
120,4578,credito,activa,19249.62,2019-04-08 01:49:18,2027-06-10 00:34:19
121,2037,debito,activa,7284.49,2019-12-14 16:07:31,2027-01-26 16:58:52
122,1287,debito,activa,17500.06,2019-01-10 06:14:15,2030-03-12 23:36:07
123,1198,debito,activa,13892.05,2019-02-16 00:41:26,2026-05-28 07:25:10
124,4662,debito,activa,6215.34,2021-05-31 17:50:29,2027-11-11 06:16:26
125,2268,credito,activa,18887.22,2018-04-30 04:48:30,2026-05-10 14:12:57
126,3630,debito,activa,2198.31,2020-04-30 20:36:12,2030-02-01 20:46:54
127,3466,credito,activa,7040.9,2019-08-21 01:47:05,2027-10-14 09:32:33
128,772,debito,activa,8528.97,2019-03-31 06:08:35,2030-01-18 18:32:39
129,2457,debito,activa,14122.41,2021-08-17 11:27:15,2028-03-16 19:47:49
130,471,credito,activa,1730.23,2018-02-24 20:55:30,2025-09-15 11:51:34
131,1371,credito,activa,17905.76,2023-03-31 07:08:16,2025-11-09 17:44:29
132,3133,debito,activa,13522.96,2019-09-13 06:29:52,2025-09-13 01:26:12
133,672,credito,activa,6225.43,2018-10-10 12:38:13,2025-09-13 17:29:50
134,1175,credito,activa,13508.5,2018-06-08 07:30:26,2025-01-27 09:03:00
135,111,credito,activa,11201.55,2021-03-27 17:08:56,2026-04-12 04:15:33
136,3560,debito,activa,7389.24,2021-06-19 10:16:46,2029-08-06 20:56:28
137,1027,credito,activa,1543.33,2022-06-20 00:41:18,2028-08-24 10:27:13
138,3555,debito,bloqueada,11470.91,2020-08-10 02:15:56,2029-03-11 14:31:57
139,3234,credito,activa,2561.45,2023-12-16 07:37:43,2025-10-14 19:30:30
140,4440,debito,activa,16393.35,2023-05-22 15:00:51,2030-12-07 16:40:58
141,1473,credito,activa,2681.99,2019-12-21 00:29:47,2030-07-07 04:07:38
142,2380,credito,activa,9146.05,2019-11-21 00:45:36,2026-04-17 21:33:57
143,4873,debito,activa,9256.48,2020-11-10 11:14:15,2025-06-09 13:30:53
144,2972,debito,activa,11567.83,2021-08-16 18:31:06,2025-01-07 11:38:15
145,2382,credito,activa,1750.65,2022-01-28 19:23:12,2029-01-03 23:49:33
146,3291,debito,activa,4872.82,2018-07-10 14:34:01,2026-07-06 16:48:29
147,4754,debito,activa,4790.52,2022-05-04 02:11:32,2025-04-12 13:08:33
148,1834,debito,activa,12380.44,2021-08-19 20:51:28,2026-02-19 17:14:10
149,454,credito,activa,6009.08,2023-06-24 10:39:45,2027-06-25 10:04:32
150,741,credito,activa,3739.7,2018-06-10 11:42:45,2028-02-14 12:07:43
151,2381,credito,activa,1348.71,2020-08-03 09:30:23,2030-10-10 18:30:07
152,2358,debito,activa,16970.35,2018-12-08 22:17:31,2030-11-01 06:38:31
153,1444,debito,activa,19459.42,2020-04-16 12:26:37,2030-12-15 18:37:07
154,3681,debito,activa,14361.98,2021-02-03 14:12:09,2028-01-15 22:31:41
155,1749,credito,bloqueada,8841.54,2020-05-21 15:46:01,2030-09-01 08:54:04
156,2402,debito,activa,3318.21,2020-12-26 14:17:04,2029-11-13 03:12:25
157,4920,debito,activa,10026.99,2021-07-22 21:52:18,2025-09-29 21:58:42
158,3172,credito,activa,9689.11,2020-02-07 07:18:58,2025-05-06 14:40:01
159,4241,credito,activa,8977.65,2020-09-20 17:03:53,2026-05-29 07:48:45
160,2007,debito,activa,8187.77,2018-05-28 18:03:43,2027-08-21 09:55:51
161,1787,debito,activa,10438.32,2019-07-19 16:23:01,2027-10-23 17:09:08
162,1410,debito,activa,2390.43,2018-05-08 00:54:52,2025-11-07 14:24:05
163,1763,credito,activa,1727.6,2018-01-02 15:57:43,2025-05-01 23:44:38
164,910,debito,activa,2215.25,2018-06-11 23:08:30,2029-12-16 21:27:10
165,761,credito,activa,4799.97,2023-08-14 21:17:10,2025-09-13 20:08:49
166,3241,debito,activa,6283.33,2020-09-26 07:11:14,2025-05-03 18:21:23
167,2690,credito,activa,4219.69,2019-10-21 14:11:31,2030-03-24 18:15:05
168,531,debito,bloqueada,5786.42,2020-06-05 10:46:30,2025-01-01 15:53:26
169,1360,debito,activa,4530.91,2022-01-06 15:12:29,2026-08-21 07:03:38
170,3819,credito,bloqueada,3864.12,2020-05-20 10:11:43,2026-06-12 23:13:34
171,2028,credito,activa,6566.67,2023-02-28 09:32:43,2028-04-29 08:56:39
172,2561,credito,activa,8552.74,2018-11-10 01:20:12,2029-03-04 11:53:54
173,2178,credito,activa,15141.07,2021-08-31 18:47:38,2025-12-01 02:38:58
174,1538,debito,activa,19155.45,2019-07-29 06:40:10,2027-04-11 13:35:29
175,1274,debito,activa,18460.34,2020-02-23 18:05:45,2030-01-18 12:53:09
176,2782,debito,activa,10042.74,2022-03-07 08:57:54,2027-06-25 10:28:44
177,947,credito,activa,9765.56,2021-02-03 14:34:56,2030-03-28 02:09:57
178,1299,debito,activa,3388.26,2020-11-04 13:53:00,2029-06-23 11:55:36
179,2512,debito,activa,19463.06,2020-08-03 14:28:48,2025-08-11 17:05:41
180,2189,debito,activa,15441.86,2018-12-13 12:10:35,2030-03-19 16:58:46
181,882,credito,activa,17103.8,2018-10-29 00:26:04,2027-06-03 17:44:44
182,1848,credito,activa,5449.11,2023-09-10 08:20:38,2026-03-07 15:57:31
183,1976,credito,activa,8620.63,2018-02-12 10:40:52,2025-07-21 18:27:55
184,4269,debito,activa,2950.26,2023-10-23 21:18:04,2028-12-07 10:18:46
185,4569,credito,activa,18875.45,2022-09-11 06:49:15,2030-02-27 07:08:30
186,2965,debito,activa,6430.76,2019-02-09 20:28:31,2027-03-19 17:40:46
187,3064,debito,activa,12324.19,2020-10-26 00:56:13,2026-05-05 00:09:01
188,3129,debito,activa,3892.18,2021-01-25 05:57:04,2030-06-23 04:09:19
189,498,debito,activa,16253.14,2021-01-27 18:48:56,2030-12-15 15:30:45
190,2217,credito,activa,4540.55,2023-01-04 16:23:32,2029-05-19 17:05:23
191,989,credito,activa,16378.3,2022-07-02 02:48:48,2025-10-26 15:14:27
192,2609,debito,activa,8633.49,2023-02-22 18:43:47,2029-03-23 07:25:26
193,2476,credito,activa,11977.38,2021-02-28 11:55:44,2030-02-28 06:41:39
194,4515,debito,activa,6124.47,2020-01-11 05:22:22,2026-11-27 07:08:03
195,1371,debito,activa,17772.75,2023-07-14 06:01:50,2030-11-11 17:57:06
196,3589,debito,activa,15437.5,2020-05-07 08:05:44,2027-06-01 09:59:00
197,2503,debito,activa,7731.21,2019-10-15 13:13:04,2025-04-10 12:36:30
198,4810,debito,activa,12121.92,2022-12-21 10:35:42,2028-05-07 05:32:36
199,179,credito,activa,3450.78,2021-04-08 04:47:44,2027-11-19 04:08:28
200,1930,credito,activa,4048.97,2018-09-29 00:25:39,2030-08-29 02:38:01
201,2549,credito,activa,11139.87,2018-11-27 11:11:16,2026-05-21 19:44:01
202,4835,debito,activa,13171.38,2019-02-10 09:41:48,2030-11-30 00:09:12
203,112,credito,activa,11591.2,2023-05-10 23:17:37,2029-01-08 12:06:24
204,3220,credito,activa,11628.75,2023-02-13 20:04:47,2028-11-06 21:28:32
205,715,credito,activa,15103.51,2019-01-09 22:16:14,2028-01-20 14:28:55
206,1402,debito,bloqueada,18145.74,2018-05-08 12:05:04,2029-05-01 00:32:08
207,2925,credito,activa,8364.35,2022-12-28 09:11:30,2027-08-10 22:44:51
208,1382,credito,activa,11201.73,2023-07-27 00:15:24,2027-07-02 08:22:28
209,3128,credito,activa,17967.46,2019-08-15 15:45:30,2030-07-24 07:42:09
210,4909,debito,activa,9821.29,2019-08-23 09:43:03,2028-05-31 03:44:18
211,3012,debito,activa,9457.83,2023-12-30 07:15:43,2028-07-22 14:04:19
212,1209,debito,activa,15563.77,2021-10-16 23:00:19,2027-01-01 12:11:49
213,3126,debito,activa,17668.72,2018-11-03 10:56:18,2027-08-20 01:01:31
214,37,debito,activa,15015.77,2018-08-21 15:25:39,2030-09-01 23:36:02
215,1829,credito,activa,2902.36,2022-08-26 03:53:09,2027-10-12 17:46:51
216,3061,debito,activa,9830.65,2023-04-08 04:45:30,2026-10-17 03:32:36
217,3342,debito,bloqueada,5027.42,2020-12-01 08:19:32,2027-01-18 18:29:49
218,3942,debito,activa,7029.61,2020-07-25 15:42:39,2028-12-04 04:02:02
219,810,debito,activa,9906.33,2022-01-13 06:48:14,2026-04-08 01:26:06
220,3073,debito,activa,5209.04,2019-09-20 14:08:45,2030-12-25 20:58:25
221,4119,debito,activa,10802.74,2022-07-16 16:56:04,2026-04-28 05:58:24
222,1527,debito,activa,13222.24,2019-04-23 10:38:28,2025-04-25 07:49:54
223,3520,credito,activa,17623.07,2018-05-17 02:47:34,2025-09-04 20:27:16
224,4892,debito,activa,5017.75,2019-02-02 03:50:27,2025-07-02 12:34:29
225,496,credito,activa,6900.74,2019-08-19 14:41:23,2029-12-31 20:49:39
226,4996,credito,activa,8710.21,2021-07-23 08:11:19,2026-01-01 17:42:03
227,425,debito,activa,5266.39,2022-09-07 07:55:58,2026-04-04 19:49:00
228,2748,credito,activa,7308.76,2020-02-24 13:39:59,2025-12-01 12:47:31
229,2066,debito,activa,17783.66,2022-10-07 22:25:46,2028-10-26 17:54:56
230,1983,debito,activa,3634.44,2020-12-15 03:30:45,2026-01-27 19:25:26
231,1469,debito,activa,9431.2,2021-02-11 03:50:04,2026-04-09 22:36:52
232,3801,debito,activa,6908.37,2021-10-25 09:15:28,2025-08-17 04:14:38
233,1234,credito,activa,2466.13,2023-05-11 22:06:41,2027-05-28 14:52:54
234,1798,debito,bloqueada,2826.38,2018-12-31 20:08:09,2027-10-31 18:00:48
235,565,debito,activa,15912.72,2021-09-16 23:53:39,2030-11-07 16:33:10
236,3020,debito,activa,17194.33,2018-07-30 08:42:41,2027-09-22 01:13:48
237,1305,debito,activa,15086.74,2022-02-09 01:42:52,2029-12-05 17:31:28
238,133,credito,activa,11245.35,2021-07-25 19:12:52,2027-01-14 08:04:30
239,449,debito,activa,15680.53,2022-06-16 06:34:55,2029-02-05 06:27:27
240,1831,debito,activa,3888.3,2022-04-15 11:13:39,2028-09-14 12:55:05
241,2159,debito,activa,15823.83,2018-03-09 23:06:39,2028-06-27 10:54:37
242,3627,debito,activa,9046.03,2019-06-03 15:35:07,2026-01-16 23:05:53
243,850,debito,activa,15256.0,2023-02-05 12:08:06,2030-06-25 19:18:42
244,3963,debito,activa,5327.24,2020-05-01 18:00:15,2030-09-08 05:46:25
245,1481,debito,activa,16818.32,2023-12-05 14:10:53,2030-09-18 17:09:35
246,901,credito,activa,11794.21,2019-02-05 14:02:01,2029-09-12 09:04:06
247,4855,debito,activa,1139.41,2020-06-18 22:20:37,2029-12-31 19:54:38
248,1540,credito,activa,10866.08,2018-05-22 04:38:28,2027-07-29 23:27:52
249,1900,credito,activa,6895.31,2022-10-26 01:03:03,2026-10-14 17:43:28
250,2945,credito,activa,2092.54,2018-07-08 21:05:01,2029-01-10 06:27:28
251,4958,debito,activa,9498.88,2023-11-26 13:43:34,2030-08-01 16:27:05
252,3245,credito,activa,6917.93,2019-08-14 21:39:44,2025-04-16 03:00:16
253,515,credito,activa,4883.41,2021-05-19 23:17:16,2028-02-06 13:24:59
254,1592,credito,activa,7633.32,2022-03-18 23:48:22,2026-05-02 07:47:39
255,84,debito,activa,4412.54,2023-10-29 06:30:20,2028-04-29 03:44:01
256,3743,debito,activa,6696.43,2022-07-13 07:49:46,2026-08-18 22:25:31
257,4894,credito,activa,3191.35,2022-05-15 08:25:03,2027-12-09 03:27:02
258,2128,debito,activa,2601.94,2018-08-21 23:19:34,2025-07-25 05:26:39
259,1602,debito,activa,18290.37,2019-05-30 05:55:58,2025-06-01 23:09:25
260,4618,debito,activa,18152.55,2021-09-22 00:37:43,2025-04-08 11:49:32
261,1223,credito,activa,16732.1,2022-05-02 06:32:51,2027-02-23 12:02:59
262,4330,debito,activa,5376.19,2021-04-08 12:19:53,2028-04-25 07:37:47
263,1843,credito,activa,14791.92,2022-10-14 14:56:04,2026-08-03 15:06:26
264,2292,debito,activa,12204.53,2021-04-27 10:55:05,2029-03-27 01:00:27
265,1590,debito,activa,1973.43,2021-05-30 09:27:52,2028-12-11 01:21:32
266,2897,debito,activa,18092.13,2023-03-02 13:29:03,2030-08-08 08:36:05
267,4489,credito,activa,19961.66,2020-04-23 12:04:26,2028-05-19 22:58:30
268,9,debito,activa,14465.71,2019-10-05 21:24:59,2027-10-03 07:50:33
269,4709,debito,activa,5398.65,2019-07-26 20:58:53,2028-10-28 21:31:08
270,715,debito,activa,11533.78,2018-01-12 04:28:34,2026-02-17 21:59:05
271,1928,debito,activa,3078.23,2019-05-13 02:41:32,2027-10-13 16:02:27
272,110,credito,activa,6676.81,2022-11-12 19:48:14,2028-08-05 04:34:45
273,4930,debito,activa,14627.86,2019-11-08 16:55:14,2030-08-08 14:13:17
274,266,debito,activa,6720.41,2023-01-14 15:07:36,2027-09-06 00:19:20
275,3224,debito,activa,3796.91,2023-12-05 15:20:21,2029-10-27 06:25:36
276,955,debito,activa,1141.95,2018-01-28 12:44:52,2030-12-15 08:59:22
277,1350,credito,activa,11877.77,2022-05-13 04:49:01,2026-07-26 13:11:32
278,1575,debito,activa,19404.74,2021-11-16 00:08:29,2025-01-24 02:40:10
279,2224,debito,activa,10198.53,2022-04-15 07:22:30,2026-05-26 02:04:57
280,3832,debito,activa,5039.63,2022-06-20 08:17:45,2027-02-18 14:07:07
281,3256,credito,activa,9802.32,2020-03-15 04:06:29,2028-07-15 20:22:21
282,1059,debito,activa,12439.59,2020-07-31 15:54:07,2025-10-17 14:42:49
283,1958,debito,activa,16226.0,2019-11-16 13:28:02,2029-02-21 17:27:46
284,4945,credito,activa,9600.89,2020-07-09 18:28:40,2027-11-06 10:19:25
285,3148,credito,activa,4286.09,2020-04-14 05:54:12,2026-04-06 08:11:25
286,2520,debito,activa,4572.19,2022-09-12 11:21:24,2025-05-11 13:38:46
287,3654,debito,activa,18094.79,2019-01-06 00:59:35,2026-03-13 00:34:56
288,2571,debito,activa,5488.6,2019-06-16 14:49:08,2027-01-16 17:26:24
289,2928,credito,activa,14832.33,2019-11-27 17:23:24,2029-05-13 03:58:37
290,3888,credito,activa,6110.03,2018-05-22 17:06:43,2030-02-20 07:40:33
291,888,debito,activa,14690.68,2022-07-16 17:32:57,2029-03-20 00:32:34
292,745,credito,activa,2488.91,2020-01-11 02:43:48,2027-05-14 06:54:54
293,3515,debito,activa,4940.47,2020-06-25 17:24:48,2026-09-21 09:15:16
294,2931,credito,activa,8765.32,2018-05-02 10:48:43,2026-07-15 20:01:08
295,2680,credito,activa,10791.02,2023-06-11 05:10:37,2028-07-22 06:39:36
296,176,credito,activa,7706.07,2019-04-06 06:04:46,2025-04-30 10:58:17
297,566,debito,activa,11896.81,2020-05-12 23:01:32,2025-01-29 15:52:34
298,3218,debito,activa,7182.03,2019-02-18 03:03:57,2030-05-17 02:53:00
299,4358,credito,activa,13890.34,2020-04-20 05:05:03,2028-01-26 17:47:39
300,4627,debito,activa,10712.93,2018-06-10 01:36:27,2027-12-02 13:10:26
301,1395,debito,activa,14397.08,2023-06-19 21:47:38,2030-03-26 08:32:49
302,1221,debito,activa,9188.6,2020-02-13 15:23:15,2028-03-04 22:40:39
303,948,debito,activa,17653.5,2019-10-15 08:40:32,2027-11-14 13:56:59
304,585,credito,activa,8260.52,2022-07-19 22:17:13,2025-01-09 12:06:31
305,2863,debito,activa,6854.54,2018-12-27 23:22:11,2025-11-21 23:20:11
306,1621,debito,activa,11584.62,2018-01-05 08:23:19,2029-02-09 00:03:18
307,3356,debito,activa,10674.28,2023-07-09 06:30:50,2029-04-06 19:00:05
308,2350,credito,activa,10843.86,2020-12-15 12:38:13,2026-09-19 16:49:43
309,3192,credito,activa,16126.47,2023-05-20 16:15:17,2026-10-18 17:54:21
310,3208,debito,activa,12183.34,2023-02-24 03:57:55,2026-04-05 05:12:09
311,2577,debito,activa,17820.04,2021-02-20 18:50:54,2027-10-31 02:19:59
312,532,debito,activa,12762.84,2020-10-05 09:05:15,2030-10-15 18:59:55
313,1232,debito,activa,1412.32,2018-09-16 15:16:59,2030-08-09 09:40:10
314,1994,credito,activa,17537.48,2022-09-03 12:55:04,2029-04-18 22:07:22
315,1698,debito,activa,16955.91,2020-03-31 08:06:48,2027-04-30 13:36:51
316,3371,debito,activa,1928.15,2019-02-20 02:48:10,2029-07-08 08:28:09
317,1546,debito,activa,3380.4,2021-06-22 16:15:06,2028-04-28 19:58:18
318,3166,credito,activa,11570.76,2023-03-15 19:24:19,2029-07-01 17:21:02
319,1438,credito,activa,1814.2,2020-07-05 04:59:25,2030-01-09 13:57:41
320,371,credito,activa,8812.19,2020-10-05 14:33:01,2030-03-18 20:36:34
321,4505,debito,activa,19531.85,2018-06-27 21:52:14,2030-03-18 02:46:05
322,617,debito,activa,4282.75,2023-04-29 18:36:37,2026-09-04 00:06:28
323,4167,credito,activa,4915.82,2018-02-02 08:05:27,2028-09-13 07:18:09
324,4015,debito,activa,13850.62,2021-01-09 10:44:42,2025-05-03 11:45:30
325,4180,credito,activa,1835.59,2019-11-13 06:40:17,2028-11-14 11:43:00
326,2257,debito,activa,16593.04,2020-05-18 23:11:00,2030-01-11 02:18:02
327,4355,debito,activa,4781.59,2019-07-04 02:20:04,2029-08-27 20:27:41
328,3311,debito,activa,11099.53,2020-03-06 07:47:23,2027-06-21 14:22:46
329,932,credito,activa,5726.5,2018-02-18 14:05:24,2029-08-01 23:15:42
330,2330,debito,activa,13518.76,2022-07-28 14:36:18,2028-11-19 02:21:45
331,394,credito,activa,12157.11,2023-08-05 05:09:06,2025-05-19 07:10:45
332,2466,credito,activa,18982.35,2022-12-18 03:06:31,2027-06-03 20:47:20
